Time [h];Ambient Temperature Memprechtshofen 2022 [°C];Daily water temperature of Rhine River at Iffezheim 2022 [°C];FWN-NEU: Vorlauftemperatur [°C];FWN-NEU: Rücklauftemperatur [°C];Heat Demand in [MWh]
2709;9.4;13.3;86.57730684;60.57505165;22.50281645
2710;7.2;13.3;86.34314376;60.67953566;19.07923928
2711;6.5;13.3;86.61608228;60.78401967;20.03216136
2712;6.3;13.3;87.37027096;60.88850368;19.25679294
2713;6;13.2;87.50223123;60.95324541;17.14877503
2714;5.1;13.2;87.0684718;60.88876263;15.82887803
2715;4.4;13.2;87.40046672;60.81433186;17.63726018
2716;4;13.2;87.34102764;60.73990109;17.02866161
2717;4.1;13.2;87.66997189;60.66547031;15.22755399
2718;4.7;13.2;89.3439927;60.57594726;15.01360384
2719;5.9;13.2;90.18661279;60.35688876;19.06912185
2720;7.6;13.2;89.34847614;60.10810703;21.22084479
2721;8.4;13.2;89.39982358;59.86970243;21.27111327
2722;9.8;13.2;89.08490216;59.67575939;23.78603181
2723;10.7;13.2;88.80801689;59.48688654;22.62282726
2724;11.9;13.2;88.4002203;59.2980137;24.8112585
2725;10.4;13.2;88.81180113;59.10914085;24.16416079
2726;9;13.2;89.24728326;58.92026801;21.71592155
2727;8.3;13.2;89.37771756;58.73139517;22.95987346
2728;8.5;13.2;89.78424276;58.65390443;22.35765425
2729;8.4;13.2;90.33087753;58.70288754;22.75201584
2730;7.6;13.2;90.50536888;58.75199634;21.73769749
2731;7.5;13.2;90.36372984;58.80110514;18.77299585
2732;7;13.2;89.9836961;58.85218063;19.45966921
2733;6.7;13.2;90.08183506;58.97259237;21.11731735
2734;6.7;13.2;89.73717461;59.12745054;21.08722889
2735;6.6;13.2;88.49610576;59.28230871;17.67288477
2736;6.6;13.2;89.27084814;59.43716688;19.19838403
2737;6.8;13;90.26573025;59.62050304;18.49381858
2738;6.9;13;91.12174151;59.90175933;21.35233879
2739;7;13;91.94058961;60.19124034;20.57351038
2740;7.1;13;92.75943772;60.48072135;21.02735805
2741;6.9;13;93.32242906;60.76906739;19.14203586
2742;6.2;13;92.8770786;60.71208247;17.10446169
2743;5.9;13;92.1488183;60.3814013;20.18011292
2744;6.3;13;91.20446449;60.05072014;19.34773807
2745;6.6;13;90.1548178;59.72003897;19.29384655
2746;6.6;13;89.1051711;59.51146693;19.97633729
2747;6.8;13;88.74805309;59.67175696;20.76931082
2748;8;13;89.44556717;59.85718495;22.61083869
2749;8.8;13;90.00653288;60.04261294;21.46116416
2750;9.3;13;89.95136489;60.24233876;22.32205633
2751;10.7;13;89.9289016;60.5378982;23.59307153
2752;12.1;13;89.90850165;60.8512302;25.45668799
2753;12.1;13;89.66265017;61.03470752;25.32031266
2754;11.2;13;88.39171238;60.99547708;24.94762806
2755;10.2;13;89.5146931;60.94887939;22.65767614
2756;9;13;88.42644723;60.64499567;23.70721177
2757;7.1;13;87.61207926;60.17752385;21.77730512
2758;6.5;13;89.52674326;59.53322935;19.88750158
2759;5.4;13;90.27921319;59.38836561;16.08133678
2760;4.9;13;90.69819202;59.68599746;15.50430481
2761;4.7;12.9;90.5073252;59.98362932;15.5456069
2762;4.3;12.9;90.97070899;60.28126118;18.33073968
2763;3.5;12.9;90.99787796;60.80225869;14.51354098
2764;3.1;12.9;90.44412691;61.72449026;15.72594198
2765;3.5;12.9;90.68470037;61.43652016;16.59024513
2766;3.3;12.9;90.78210346;60.88576815;14.8347395
2767;5.6;12.9;90.80969502;60.1795614;19.76510108
2768;9;12.9;89.65020582;58.97339077;22.78396098
2769;10.9;12.9;88.46329507;58.41960722;24.15229444
2770;12.1;12.9;89.27346846;58.83417503;27.11439044
2771;13.4;12.9;90.10558447;59.25541642;28.57030966
2772;12.7;12.9;89.55448237;59.67665781;25.37670317
2773;14.5;12.9;89.37822452;60.09789921;27.65610887
2774;14.6;12.9;89.85193533;60.5191406;30.15999654
2775;14;12.9;90.31478775;60.39887147;28.77255579
2776;13.7;12.9;89.950867;59.67711407;29.00678675
2777;13.2;12.9;89.47662264;59.59805085;26.54435832
2778;12.4;12.9;87.18333203;59.93562572;26.39407938
2779;12;12.9;86.52634335;59.44893615;26.53087978
2780;10.2;12.9;88.95834371;58.84837056;24.92389793
2781;9.1;12.9;90.15230497;58.79168569;23.69940807
2782;8.3;12.9;89.24058871;59.26248902;22.38358283
2783;7.8;12.9;89.17732879;59.73329235;22.35695245
2784;7.4;12.9;89.04074962;60.20409568;21.50099822
2785;7.1;12.9;89.09203783;60.67489901;21.03245515
2786;6.5;12.9;89.4890351;60.86431304;18.20647321
2787;6.1;12.9;89.86189113;60.71874793;17.41541967
2788;5.8;12.9;89.40498881;60.66107491;19.9714883
2789;4.8;12.9;90.53432513;60.61934233;15.31941932
2790;5.8;12.9;90.93535665;60.41372141;16.94895257
2791;6.5;12.9;90.43431509;59.68544612;20.68391034
2792;7.4;12.9;89.5391962;58.93188963;20.02642094
2793;9.3;12.9;88.48703658;58.74701418;21.3855913
2794;11.8;12.9;87.51910076;58.86101838;25.00038679
2795;13.3;12.9;87.06262059;59.04142395;26.40831563
2796;14;12.9;87.20025285;59.36998535;29.17083199
2797;15.2;12.9;87.76104693;59.70402324;31.00160752
2798;14.8;12.9;89.82595774;59.94746867;28.89724048
2799;16.2;12.9;90.53373352;60.03470145;28.88548148
2800;14.2;12.9;89.93723002;60.11920543;29.50350842
2801;14;12.9;89.38794241;60.20370941;27.48263876
2802;14.4;12.9;88.97906536;60.28821339;28.65422713
2803;13.1;12.9;88.3996195;60.45735431;26.38943413
2804;10.5;12.9;87.7309745;60.81826578;23.56323094
2805;10.1;12.9;86.23609378;60.52361594;25.2383908
2806;9;12.9;86.84892395;59.7599343;24.39311641
2807;8.9;12.9;89.53442791;59.23146585;22.1215958
2808;7.5;12.9;89.45601;59.33425072;22.22037064
2809;6.8;12.8;89.19315095;59.39955942;20.17522017
2810;6.5;12.8;89.42023677;59.65025261;18.23581792
2811;6.3;12.8;89.63180884;60.05241446;17.44916281
2812;6.6;12.8;89.85690597;60.45980901;18.05551505
2813;5.1;12.8;90.21382164;60.66557864;16.022676
2814;4.9;12.8;90.19677199;60.31352946;16.97219062
2815;6.5;12.8;89.57555766;59.92899764;21.16464343
2816;8.3;12.8;89.70288476;59.54446582;23.36402798
2817;10.3;12.8;86.40937713;59.15993399;22.86477227
2818;12;12.8;86.00540579;59.03273863;27.03280694
2819;13.4;12.8;88.29795549;59.57021069;29.68099456
2820;14.7;12.8;88.75249151;60.14155632;28.14213855
2821;14.7;12.8;89.33012069;60.70491878;30.69413314
2822;15.8;12.8;89.15497905;61.23964525;31.19000477
2823;15.7;12.8;88.17004416;61.72848892;31.13313356
2824;16.7;12.8;86.4276931;62.20975848;28.71305924
2825;16.1;12.8;85.30768252;62.69102804;29.64899104
2826;15.2;12.8;86.7673014;63.17229761;28.68192029
2827;13.2;12.8;87.94595179;63.18875437;26.00636606
2828;10.7;12.8;90.09564265;62.44572468;23.77182357
2829;9.5;12.8;91.93457428;61.69186194;21.23729161
2830;9.6;12.8;90.78910598;60.93837255;21.95993523
2831;8.8;12.8;89.62309889;60.58479356;22.49835944
2832;8.3;12.8;89.06302668;60.58479356;22.86007858
2833;6.4;13;88.82138369;60.67282989;19.77143113
2834;6.3;13;88.17004671;61.22040171;17.08989214
2835;5.6;13;86.69636741;61.83288708;19.13657529
2836;5.2;13;85.69854691;61.93762781;17.6212348
2837;4.7;13;88.63285072;61.62756828;16.32007199
2838;5;13;90.97917517;61.31750874;18.04152894
2839;7.8;13;89.9136497;61.00744921;19.98180813
2840;9.2;13;90.05014318;60.64907884;23.92879786
2841;12.8;13;90.228779;60.01753514;28.04201766
2842;13.6;13;89.92375276;59.66331995;30.14010064
2843;14.1;13;89.54281876;60.37157207;29.54829732
2844;14.5;13;89.38784605;61.16429144;30.24821492
2845;15.2;13;87.61735449;61.95701081;31.79768347
2846;14.9;13;87.11673606;62.53180024;28.20442991
2847;15.5;13;87.60495228;62.7469537;30.92247458
2848;16;13;87.72535975;62.9567736;28.872324
2849;15.7;13;86.6548589;63.1665935;29.48089234
2850;16.2;13;86.11655946;63.31767013;30.66650469
2851;12.8;13;89.70300331;63.20991734;25.3001194
2852;11.9;13;87.4700119;63.1258606;24.40538472
2853;10.6;13;86.41173585;63.11512316;24.5721941
2854;9.9;13;87.06761924;62.20948536;23.3208731
2855;10;13;87.72289021;61.30290297;25.43971813
2856;10.1;13;88.08781126;60.95483873;23.13026998
2857;9;12.9;87.65286091;60.94366404;21.85965893
2858;8.7;12.9;87.17170337;61.14162058;23.62457641
2859;8.6;12.9;86.69054583;61.33310668;22.88879113
2860;7.5;12.9;85.85726046;61.5092736;19.35218483
2861;7.6;12.9;84.95462404;61.74892662;19.76580851
2862;7.3;12.9;88.06466623;62.32686998;20.30343384
2863;7.8;12.9;90.31567205;62.6701787;19.12363616
2864;7.7;12.9;90.26597339;61.49354292;21.97120498
2865;8.7;12.9;90.49876277;61.1376937;21.49364854
2866;10.5;12.9;90.13792013;60.87893854;22.77951381
2867;12;12.9;88.68436825;60.62832558;25.80114804
2868;14.6;12.9;88.65829517;60.37780045;28.87460299
2869;16.3;12.9;88.65829517;60.12727532;31.91658727
2870;17.5;12.9;88.48486511;59.8767502;31.83949762
2871;17.4;12.9;87.97001226;59.72415031;30.09072476
2872;16.9;12.9;87.79769591;60.00057181;28.22576304
2873;17.1;12.9;88.5436624;60.32731034;29.8546825
2874;16.4;12.9;88.37823485;60.53593235;31.66073992
2875;14.7;12.9;85.76109934;59.95475907;31.55151589
2876;12.8;12.9;86.07512975;59.60401589;27.15547513
2877;11.2;12.9;88.46599093;59.53027774;24.8220388
2878;10.7;12.9;88.45361088;59.45653959;23.73417856
2879;9.4;12.9;88.21478735;59.40606733;23.28958774
2880;7.4;12.9;87.97596383;59.60282639;22.357322
2881;7.1;13.1;88.03035117;59.86614433;20.17413104
2882;5.8;13.1;88.42283543;60.12946226;18.92843227
2883;5.7;13.1;89.22350812;60.39495196;20.03523655
2884;4.5;13.1;90.27284398;60.72274114;16.01788031
2885;4;13.1;91.19736738;61.07913229;17.13947053
2886;4.8;13.1;91.39547299;61.41512932;16.34206343
2887;6.6;13.1;91.18632978;61.31952342;19.49198365
2888;8.3;13.1;91.15136585;61.050553;21.5834405
2889;10.7;13.1;91.15136585;60.78158258;23.60416783
2890;11.9;13.1;90.32793373;60.51261216;25.04591328
2891;14.2;13.1;89.71205566;60.24364174;30.78019499
2892;15.6;13.1;89.2331991;60.13604389;29.77133393
2893;16.9;13.1;88.27301935;60.28123671;31.31445431
2894;17.2;13.1;87.92712914;60.4294556;29.48720225
2895;17.8;13.1;88.72316416;60.57767448;31.98505837
2896;18.2;13.1;88.27305664;60.72702204;30.18718121
2897;16.6;13.1;86.86052154;60.95417228;29.39879467
2898;16.2;13.1;87.057717;61.09282315;28.80259235
2899;13.6;13.1;88.45993559;61.09282659;29.20474649
2900;12;13.1;89.83247607;61.09282659;26.96621844
2901;11.1;13.1;89.35459936;61.09282659;26.36311202
2902;10.8;13.1;90.57843885;61.20689505;25.84296495
2903;10.1;13.1;90.71229174;61.37335477;23.49113789
2904;9.4;13.1;89.67781117;61.10969043;21.19981806
2905;9.2;13.5;89.78814882;60.99190207;22.34951355
2906;8.4;13.5;90.43086538;61.40018341;21.34278932
2907;7.8;13.5;91.37943259;61.8765468;22.46200686
2908;7.2;13.5;91.97391926;62.37926905;21.16361425
2909;6.8;13.5;91.95967195;62.09658385;21.52362392
2910;7.2;13.5;91.94141199;61.54808327;19.71789813
2911;8.6;13.5;92.07914827;61.09790185;22.24876471
2912;11;13.5;92.28324724;61.05374712;26.86137524
2913;13.9;13.5;92.48734621;61.05374712;27.39870775
2914;15.6;13.5;92.54464765;61.0675078;29.02748412
2915;16.4;13.5;92.01144991;61.47720928;29.22776056
2916;17.7;13.5;92.00834755;62.06942488;28.6302974
2917;18.5;13.5;90.33766387;62.66723114;29.40906457
2918;19.1;13.5;90.48037856;63.17897068;28.76323405
2919;18.9;13.5;89.62699023;63.24219708;30.14087663
2920;19.3;13.5;87.75251582;63.24219708;28.51734603
2921;19.2;13.5;88.3732413;63.24219708;29.06955743
2922;18.1;13.5;89.34157846;63.48198436;31.7778664
2923;15.8;13.5;89.5629382;64.06502231;29.35673532
2924;13.4;13.5;89.20875193;64.16837333;28.30482637
2925;12.4;13.5;88.64520524;63.72902511;25.27143331
2926;12.7;13.5;87.58248344;63.28921198;25.96481181
2927;11.5;13.5;87.27715864;62.48482891;24.93794145
2928;10.4;13.5;87.33855781;61.10055214;26.1814903
2929;9.1;14.1;88.02940412;61.35396145;21.05932386
2930;8.9;14.1;88.08450797;61.61161615;23.85119487
2931;9.2;14.1;87.21836478;61.86927084;23.58299212
2932;7.7;14.1;87.97859539;62.12692553;21.51141598
2933;6.9;14.1;88.64236384;62.38458022;18.98304483
2934;7.3;14.1;88.6692681;62.51437195;19.83655098
2935;9.9;14.1;87.73642257;61.68602602;24.1085299
2936;12.2;14.1;82.34348247;60.66138841;27.09746298
2937;13.8;14.1;84.73305321;59.69812184;27.48989609
2938;16.7;14.1;85.55487282;59.9787046;30.01344097
2939;17;14.1;85.43710775;60.8242324;30.34706578
2940;17.4;14.1;86.95666247;61.66976019;29.35826486
2941;17.1;14.1;87.09211893;62.51528799;28.52370487
2942;18.8;14.1;85.67279238;63.26553912;29.27033787
2943;18.4;14.1;85.15712486;63.17164507;30.33654577
2944;18.6;14.1;86.71945289;62.87913411;30.16394527
2945;18.4;14.1;85.70600261;62.58662316;31.93602097
2946;17.4;14.1;84.13046148;62.28916593;31.69064969
2947;15.4;14.1;84.35732405;61.94621313;28.54684816
2948;12.2;14.1;84.5256693;61.59224139;25.88641404
2949;11.4;14.1;83.84601095;61.23826964;24.46794173
2950;10.7;14.1;84.31603583;60.8842979;22.8122452
2951;10.5;14.1;84.50189683;60.95332694;23.12410684
2952;9.4;14.1;84.8556271;61.47107499;21.94699612
2953;8.9;14.8;85.0520654;61.98892003;22.4096382
2954;7.9;14.8;85.17282998;62.48934541;22.05271466
2955;7.4;14.8;85.25819911;62.47182498;22.17832844
2956;6.6;14.8;85.43876654;62.21307432;18.314029
2957;6.8;14.8;85.29899034;61.95432367;20.36041024
2958;7;14.8;86.06583528;61.69557302;20.55886857
2959;9.1;14.8;86.46114774;61.42959387;24.43607023
2960;11.7;14.8;85.67700045;61.12503623;25.41508855
2961;14.8;14.8;85.10516052;60.81478649;27.80705208
2962;14.9;14.8;85.07304685;60.50454041;30.39990198
2963;17.3;14.8;85.06438809;60.6261694;30.08942656
2964;18.2;14.8;85.04760415;61.17467503;30.63773797
2965;19.3;14.8;84.9287277;61.71863392;31.39509047
2966;20.2;14.8;84.74674853;62.14074901;28.14591794
2967;20.6;14.8;84.37197465;62.5084714;31.49956537
2968;19.9;14.8;83.78237136;62.87619378;29.36687783
2969;19.8;14.8;83.79966755;63.24391617;28.56947648
2970;18.5;14.8;84.67739215;63.61163855;31.46183053
2971;16.7;14.8;84.17639011;63.94843349;30.12516193
2972;15.3;14.8;83.7034156;62.86213259;28.28687038
2973;13.2;14.8;84.25015803;61.32492989;26.33975651
2974;12.9;14.8;84.69109444;61.05945268;28.11486931
2975;12.6;14.8;84.40718047;60.92397273;26.32843259
2976;11.7;14.8;84.22378463;60.8917409;24.34594382
2977;11.4;14.9;84.32383419;61.66010674;23.52580967
2978;11.1;14.9;84.93551836;62.34916568;26.58890548
2979;10.9;14.9;84.32234441;62.17111537;25.48654107
2980;10.6;14.9;83.02558232;61.91850417;23.0557032
2981;10.5;14.9;83.87300826;61.66589296;25.54876021
2982;10.7;14.9;84.50752788;61.41328176;23.59996
2983;11.1;14.9;84.76793851;61.16705129;25.3336484
2984;12;14.9;84.75933376;60.95346968;28.14884246
2985;13.8;14.9;84.75072901;60.7444873;30.15804243
2986;14.7;14.9;84.74510087;60.53550492;29.13431339
2987;16;14.9;84.78017216;60.32757846;29.99608109
2988;15.1;14.9;84.85430658;60.53537728;30.64104654
2989;17.4;14.9;85.29809464;61.08216722;29.67926921
2990;17.5;14.9;85.29542073;61.62895716;31.56669014
2991;17.9;14.9;85.10344774;62.17391263;28.53631691
2992;17.7;14.9;84.91147474;62.56914988;28.07785065
2993;16.8;14.9;84.71950174;62.86932566;29.20052772
2994;16.5;14.9;84.51747156;62.98927818;30.33800289
2995;14.6;14.9;84.28262493;62.48507977;31.33863913
2996;12.5;14.9;84.16648409;61.92654075;27.29485975
2997;11.1;14.9;84.04526949;61.26097011;25.74659224
2998;11.1;14.9;82.74291451;60.52780588;24.79415973
2999;9.7;14.9;84.34685523;60.06480521;23.04814943
3000;9.1;14.9;84.96494515;60.32101336;22.92486476
3001;9.1;14.7;83.62572948;60.61613501;22.97182456
3002;8.7;14.7;82.76256923;60.91125665;23.90235978
3003;6.3;14.7;83.57218325;61.2063783;20.27392125
3004;6.8;14.7;86.08052979;61.50149994;19.66592686
3005;5.6;14.7;88.70859718;61.79662159;19.6128706
3006;6.6;14.7;90.57227274;62.08168828;21.28292568
3007;9.1;14.7;90.76358633;62.21689629;22.31785124
3008;11.8;14.7;90.69078131;62.30204336;26.51819879
3009;14.1;14.7;89.8592931;62.38306751;29.58752072
3010;15.1;14.7;90.71437327;61.98978161;31.56950249
3011;16.9;14.7;90.2466631;61.87622903;31.88713758
3012;16.5;14.7;89.37640447;61.97478089;31.77010803
3013;16.5;14.7;88.95335351;62.31859462;30.11297677
3014;18.9;14.7;89.02595979;62.98026185;29.68183688
3015;19.1;14.7;89.23023468;63.64269636;29.16444125
3016;17;14.7;88.32282604;64.00761797;29.37570404
3017;17.9;14.7;87.8185699;64.0905934;29.88847704
3018;17.1;14.7;87.40001045;63.76197631;30.20945796
3019;15.3;14.7;85.86839721;63.30506208;31.36045632
3020;13.8;14.7;84.38321316;62.84814784;26.98929562
3021;13.5;14.7;84.12992681;62.39123361;29.27818366
3022;12.6;14.7;83.76803326;61.93431937;28.7777769
3023;11.9;14.7;83.33349605;61.47740513;24.35152033
3024;10.8;14.7;83.68515742;61.0280581;25.18326418
3025;10.2;15;84.09635538;61.02707799;25.51615154
3026;8.4;15;82.99099445;61.28861576;22.36341498
3027;7.9;15;82.10990626;61.45159926;22.99813196
3028;7.1;15;81.98390112;61.37723405;21.33089501
3029;6.8;15;83.60758252;61.29909451;20.85944841
3030;7.8;15;84.20808179;61.27010953;20.72140823
3031;10;15;83.16680179;61.250831;21.91525876
3032;13.2;15;82.86661251;61.22950925;25.81099697
3033;16.1;15;83.01457463;61.20769035;28.5985369
3034;17.7;15;83.96584072;61.18587146;28.27569954
3035;18.4;15;86.5841314;61.16405256;29.38147549
3036;19.4;15;87.26024845;61.1423758;30.16654817
3037;19.2;15;86.86267065;61.33095852;31.90043422
3038;19.9;15;85.69907677;61.70890625;28.00013026
3039;20.6;15;85.1168883;62.08685398;31.0069617
3040;20.8;15;85.8367276;62.46545255;30.23390224
3041;20.7;15;85.94947584;62.92456548;29.13941734
3042;19.5;15;85.41337941;63.43944382;31.84148132
3043;16.6;15;85.627674;63.7225088;29.14328547
3044;16;15;86.03928679;63.66345069;30.96247544
3045;14.3;15;85.27894298;63.18746542;28.00503933
3046;13.1;15;84.90366236;62.40020529;27.61532497
3047;12.9;15;85.9129552;61.89564231;26.35837609
3048;12.7;15;86.61094454;61.77873558;26.80231445
3049;12;15.4;85.66622085;62.13764722;26.43196634
3050;12.1;15.4;85.14148877;62.30665686;25.10168143
3051;11.3;15.4;85.07688338;62.46612984;23.5376951
3052;10.7;15.4;84.30136941;62.62560282;23.91679037
3053;10.1;15.4;83.64833472;62.66916545;25.7745484
3054;11.3;15.4;85.91845917;62.48888299;25.8341617
3055;11.6;15.4;87.46123168;62.30295836;25.85416657
3056;12.3;15.4;86.98790885;62.11703373;27.34693433
3057;12.9;15.4;86.69353351;61.9311091;26.38096044
3058;14.6;15.4;87.43525808;61.74518447;28.13180923
3059;16.3;15.4;86.940708;61.55419161;28.5325261
3060;17;15.4;85.77710081;61.33438062;30.20598855
3061;17.4;15.4;85.59174595;61.25770749;29.53651387
3062;18.9;15.4;86.37361801;61.523946;29.09356157
3063;18.5;15.4;86.56809461;62.07975155;31.32305629
3064;19.2;15.4;84.97249906;62.7748332;30.36964811
3065;18.4;15.4;85.99717304;63.44233004;29.16354487
3066;18;15.4;86.06816241;64.01774322;31.66795928
3067;16.6;15.4;85.29127737;64.51511853;31.87253812
3068;13.9;15.4;84.86895423;64.02823365;28.99129131
3069;12.3;15.4;85.32988473;63.55029183;26.63646669
3070;11.5;15.4;85.73179698;63.25062165;24.6751651
3071;10.9;15.4;84.77368266;62.95095147;22.88839916
3072;9;15.4;86.25234287;62.65128129;23.96710621
3073;8.9;15.6;85.81266611;62.57083;24.06388842
3074;8;15.6;85.40812549;62.85340803;20.69000289
3075;6.8;15.6;85.05483372;63.14144338;17.96667581
3076;6.4;15.6;85.23268716;63.42947874;21.09271517
3077;5;15.6;84.57807068;63.45833786;18.77030883
3078;6.9;15.6;84.85299834;62.94057324;20.26952974
3079;9.6;15.6;86.76342522;62.42548915;24.0749303
3080;12.4;15.6;88.56462604;62.22613384;24.75989137
3081;15.2;15.6;89.18387612;62.37546799;30.8869899
3082;16.8;15.6;89.07297761;62.60626834;28.12904703
3083;18;15.6;87.1704754;62.83706868;29.03419981
3084;19;15.6;86.1013304;63.06786903;29.30900963
3085;20.3;15.6;85.28681247;63.29866937;28.37487246
3086;20.9;15.6;84.20143267;63.52946972;31.47513091
3087;20.9;15.6;83.57586298;63.76027006;28.67228749
3088;21;15.6;85.34580667;63.98034931;30.01910427
3089;21.6;15.6;85.0252441;64.07848344;28.24456657
3090;20.5;15.6;84.30496396;64.14221439;30.7635572
3091;17.1;15.6;83.90966831;64.20594534;28.78640922
3092;14.5;15.6;84.62443503;64.27028796;27.66351383
3093;13.9;15.6;84.41434042;64.4928688;28.11431186
3094;13;15.6;84.506563;64.68465384;28.54741009
3095;13.3;15.6;86.11426209;63.88608098;26.87762513
3096;12.9;15.6;86.95171424;63.30767299;28.54307657
3097;11.3;15.9;85.84572697;63.44344643;26.88410757
3098;10.7;15.9;85.02726135;63.59363873;25.33409021
3099;10.4;15.9;84.40630931;63.74383103;26.00313203
3100;10;15.9;84.05307857;63.79359423;25.69021521
3101;9.9;15.9;84.14126662;63.52819573;25.39384308
3102;11.4;15.9;86.09352276;63.23989596;26.91138953
3103;14.2;15.9;87.78174187;62.95159619;30.86326361
3104;16.9;15.9;86.6682118;62.66329642;30.12792608
3105;19.2;15.9;85.37403382;62.37924297;30.49007005
3106;21.2;15.9;84.62394074;62.45682996;28.0793164
3107;21.8;15.9;84.24322982;62.76629569;31.33998809
3108;22.1;15.9;83.28591378;63.07576142;29.69642546
3109;23.3;15.9;84.00646221;63.38522715;30.59004139
3110;23.9;15.9;85.56023194;63.69469288;31.68239071
3111;23.8;15.9;85.59976962;64.00415862;30.21670225
3112;24.1;15.9;84.96388274;64.31362435;31.70473484
3113;23.1;15.9;84.31838066;64.6300292;29.15651307
3114;22.7;15.9;84.22191621;65.26190092;30.88825805
3115;21;15.9;84.57147937;65.42959754;30.13162637
3116;19;15.9;85.01947479;65.25381367;29.05390039
