Time [h];Ambient Temperature Memprechtshofen 2022 [°C];Daily water temperature of Rhine River at Iffezheim 2022 [°C];FWN-NEU: Vorlauftemperatur [°C];FWN-NEU: Rücklauftemperatur [°C];Heat Demand in [MWh]
2223;3.5;9.4;94.28586519;56.85988699;14.37732112
2224;3.5;9.4;93.70117252;56.82670711;17.46794865
2225;3.9;9.4;92.07270236;56.68672273;17.64681319
2226;3.4;9.4;92.27024027;56.56915647;15.24708376
2227;2.9;9.4;91.82834349;56.74004822;16.1950065
2228;2.7;9.4;92.66768351;56.95532144;15.4799298
2229;2.2;9.4;92.10492347;57.17059465;14.95641804
2230;2.2;9.4;91.71849825;57.38586787;13.7257671
2231;2;9.4;91.71659263;57.59978727;12.92621758
2232;1.6;9.4;91.72812902;57.53039111;13.34033433
2233;1.1;9.2;93.41262979;57.24710069;13.78980516
2234;0.3;9.2;97.45980629;56.98046549;13.31284354
2235;0.5;9.2;99.25807436;57.40191144;12.85794213
2236;-0.4;9.2;101.7077418;58.16464453;10.46357283
2237;-0.5;9.2;105.3923319;58.56963771;11.62542272
2238;-0.5;9.2;106.3544857;58.84215416;9.955120678
2239;0.1;9.2;106.5247261;59.1146706;10.67888322
2240;1.8;9.2;99.84685598;59.20765585;12.73569948
2241;3.3;9.2;93.35286913;58.77002439;16.50263205
2242;4.9;9.2;89.39469656;58.29757194;15.46658527
2243;4.8;9.2;87.45538327;57.82511949;18.59557235
2244;5;9.2;86.37792202;57.35266704;15.87701789
2245;6.1;9.2;85.93127246;56.88021458;19.68509843
2246;6.2;9.2;85.67448377;56.49401436;18.04477745
2247;5;9.2;85.77267575;56.19868493;17.41369139
2248;2.7;9.2;86.04732353;55.90337086;15.36902187
2249;3.1;9.2;86.43812256;55.60805679;14.51085632
2250;2.8;9.2;87.0414571;55.31274272;15.52332874
2251;3;9.2;87.37157186;55.21820698;15.16392275
2252;3.2;9.2;85.02722921;55.35984639;16.91905668
2253;3.6;9.2;84.47000105;55.50186746;17.61018553
2254;3;9.2;84.45327389;55.64388853;14.68692385
2255;3.4;9.2;85.39670595;55.7833835;15.59223051
2256;3.8;9.2;86.87111361;55.87778087;16.25565461
2257;3.3;8.9;87.31402313;55.95553938;15.20925664
2258;2.9;8.9;87.48352916;56.03329788;15.47953652
2259;2.8;8.9;85.81474592;56.11105638;16.3280928
2260;2.9;8.9;86.22108598;56.18881489;15.58971767
2261;3.1;8.9;86.4040325;56.26657339;14.61658385
2262;3.3;8.9;87.56136091;56.06543366;15.69176916
2263;3.4;8.9;86.56915534;55.32948;16.35533969
2264;4.5;8.9;87.12319782;55.18913961;16.8261824
2265;5.7;8.9;87.86547695;55.11581648;17.96854155
2266;6.4;8.9;88.96174263;55.04249335;17.74559112
2267;6.8;8.9;88.50213557;54.96917022;21.3433102
2268;6.6;8.9;88.96834821;54.89584709;17.9041458
2269;6.5;8.9;87.59617745;54.82252395;20.15890918
2270;6.9;8.9;86.74087248;54.74920082;18.70564773
2271;7.9;8.9;83.81126863;54.69868993;22.14062131
2272;7.4;8.9;84.45076609;54.73931461;18.52648225
2273;8.4;8.9;83.55144547;54.78942422;23.64583418
2274;8;8.9;83.18719336;54.83953383;21.48873811
2275;7.1;8.9;82.99999997;54.88964344;18.34607494
2276;7.2;8.9;82.91586503;54.93975305;21.9851561
2277;7.4;8.9;82.86321545;54.98986266;20.78680164
2278;7.9;8.9;82.81056587;55.09456484;21.15098009
2279;8.2;8.9;83.21327976;55.43277163;22.83309653
2280;8.3;8.9;85.23442275;55.79754815;23.08559442
2281;8.5;8.9;87.61654963;56.16232468;22.34246199
2282;7.7;8.9;89.53208868;56.5271012;22.07282738
2283;8.1;8.9;89.31895869;56.89187773;22.263714
2284;8.1;8.9;89.39702406;57.25665425;19.50176253
2285;8.1;8.9;88.66841753;57.2722162;22.91343272
2286;8.4;8.9;88.69412084;56.85902596;23.47316576
2287;7.5;8.9;87.38301082;56.44473462;21.59085934
2288;8;8.9;86.02010349;56.03044329;20.06950911
2289;9.1;8.9;86.53550343;55.61615195;21.81175935
2290;9.6;8.9;86.42529192;55.34582925;22.45863824
2291;11.4;8.9;86.3916617;55.73556797;26.00769217
2292;11.5;8.9;86.8379573;56.20716472;26.05618571
2293;12.5;8.9;87.70110732;56.67876147;28.38306433
2294;12.7;8.9;85.58868004;57.15035822;28.56403544
2295;12.9;8.9;85.85281943;57.62195497;26.61603614
2296;13;8.9;87.17305858;57.82260385;27.21699038
2297;12.6;8.9;85.81011722;57.65135977;28.52667503
2298;12;8.9;87.18276943;58.38670054;24.31706346
2299;10.9;8.9;87.16268754;58.23889929;26.3249234
2300;10.1;8.9;85.44921602;57.34446015;22.35986998
2301;9.9;8.9;85.43312412;56.45726213;25.26691272
2302;9.6;8.9;85.12935248;56.45358668;21.30549707
2303;8.9;8.9;85.38328657;57.06027;23.69473878
2304;8.1;8.9;85.78203528;57.66695331;22.05852887
2305;7.7;9.2;86.73983937;58.27363663;22.1635691
2306;7.5;9.2;85.89727928;58.50366969;20.15629246
2307;7.5;9.2;87.1395454;58.2980912;18.89328883
2308;7.9;9.2;86.76361483;57.72012481;20.56676998
2309;8.4;9.2;85.44548567;57.00589965;20.15943631
2310;8.8;9.2;85.05674292;56.30196867;22.28062532
2311;8.8;9.2;85.42958259;56.08663577;20.61719737
2312;9.6;9.2;84.71074679;56.13945022;24.87061882
2313;10.5;9.2;85.01693823;56.19226467;25.76555719
2314;11.6;9.2;85.80106145;56.25450079;23.89629525
2315;12.2;9.2;85.98059453;56.38222741;28.24904807
2316;12.8;9.2;87.08936133;56.52251249;27.284471
2317;11.8;9.2;87.6641007;56.66113218;27.6162556
2318;12.3;9.2;88.60159533;56.71592666;26.22786709
2319;12.6;9.2;90.448625;56.71592666;28.14793102
2320;12.2;9.2;89.34600886;56.71592666;27.38570748
2321;8.3;9.2;87.56164958;56.71592666;21.21231983
2322;10.1;9.2;86.52956148;56.71558195;22.52887474
2323;9.2;9.2;86.48560379;56.70179558;22.8864248
2324;7.1;9.2;86.72910894;56.68108986;19.17153254
2325;7.2;9.2;86.58328786;56.66038414;18.77455714
2326;6.7;9.2;86.88131794;56.65478911;21.30473685
2327;5.7;9.2;86.80189049;56.78399354;17.53866671
2328;6.3;9.2;86.15640866;56.94508446;20.96046886
2329;6.8;9;86.29392068;57.10617538;21.48903122
2330;7.5;9;86.94489038;57.2672663;19.15940102
2331;6.6;9;87.46138579;57.42835722;19.44436608
2332;5.9;9;86.85193909;57.58944813;19.85182539
2333;5.9;9;86.75234498;57.55419707;20.07752223
2334;5.7;9;86.21199346;57.18692579;19.65472512
2335;5.9;9;86.98506632;56.81425202;17.55305994
2336;6.4;9;85.15680067;56.44157825;18.35464996
2337;6.9;9;84.53423664;56.06890447;18.714696
2338;6.9;9;84.50097482;55.6962307;20.38262653
2339;7;9;85.34825497;55.32394493;18.85399963
2340;7.3;9;84.86967356;55.19299594;20.68669143
2341;7.6;9;85.18513126;55.2672996;21.66219111
2342;7.9;9;85.56133944;55.34160327;19.22910677
2343;6.3;9;85.94655397;55.41590694;19.27725216
2344;4.6;9;86.8162243;55.49021061;16.867013
2345;4.5;9;87.5810638;55.56451428;14.83735046
2346;3.4;9;87.55135932;55.63881794;13.87875868
2347;2.8;9;87.98357394;55.71861453;15.37269055
2348;2.7;9;87.88073719;56.09555545;15.99708521
2349;2.6;9;86.9785636;56.64206916;15.43024208
2350;2.4;9;87.58316931;57.18858288;15.50732317
2351;1.9;9;87.08353535;57.73509659;15.1710292
2352;2.1;9;88.02271474;58.06190728;13.54664791
2353;2.3;9.2;88.09515587;57.92085599;13.71151095
2354;2.2;9.2;88.55153395;57.76439417;14.80256881
2355;2.2;9.2;87.24938776;57.60793235;15.826547
2356;2.7;9.2;88.87353975;57.45147052;12.82822042
2357;2.2;9.2;87.8858056;57.2950087;13.96194313
2358;2.5;9.2;87.8905602;57.13854688;15.71808592
2359;2.9;9.2;86.90733906;56.98208506;16.71426565
2360;3.6;9.2;87.39851166;56.88174443;15.0976853
2361;4.3;9.2;86.618528;56.89795651;15.42887118
2362;5.1;9.2;86.02416318;56.91776587;16.79977073
2363;6.9;9.2;86.10773453;56.93757523;19.08180693
2364;6.5;9.2;86.05502499;56.95738459;20.07935412
2365;7.8;9.2;85.97043339;56.97719395;19.93225377
2366;8;9.2;85.70431653;56.99700331;23.09208229
2367;8.2;9.2;85.57410503;57.01681267;19.53406303
2368;7.8;9.2;87.46413383;57.03985263;20.94525412
2369;2.2;9.2;89.23918539;57.06748445;12.72787243
2370;3.9;9.2;86.66575877;57.09515034;14.52218266
2371;4.2;9.2;87.46278717;57.12281624;16.81590866
2372;3.1;9.2;86.92086139;57.15048214;15.99198785
2373;2.7;9.2;86.73297496;57.17814804;13.58549597
2374;2.1;9.2;88.09814001;57.20581393;12.89809173
2375;2.1;9.2;87.6462459;57.21783485;15.47664462
2376;1.6;9.2;88.31110401;57.20212006;13.28007196
2377;1.1;9.7;88.71428676;57.18587168;11.83421441
2378;1.5;9.7;89.4869932;57.1696233;14.82988788
2379;1;9.7;86.00727588;57.15337491;11.21971904
2380;1.2;9.7;84.93906933;57.13712653;14.58711445
2381;1.2;9.7;84.67739526;57.12087815;12.26313859
2382;1.2;9.7;85.10365939;57.06973902;14.03442309
2383;1.8;9.7;85.82697884;56.88912616;12.33831646
2384;2.8;9.7;83.65673036;56.6963461;16.08685704
2385;3.4;9.7;83.08185075;56.50356604;15.26842574
2386;4.1;9.7;84.27008836;56.31078598;17.66348643
2387;5.9;9.7;86.02928041;56.11800592;17.63473907
2388;5;9.7;88.2954929;55.92734016;15.59014867
2389;5.5;9.7;90.73442925;55.86736159;17.64200774
2390;7;9.7;89.71929873;55.8847853;21.18321636
2391;5.4;9.7;87.32350452;55.90220902;16.70387739
2392;4.6;9.7;87.92251186;55.91963274;18.45707173
2393;4;9.7;87.87597606;55.92231244;16.36260669
2394;4.1;9.7;88.39225009;55.87527685;17.38983444
2395;2.6;9.7;87.93165432;55.82418887;15.44009831
2396;2.5;9.7;88.26455045;55.79235345;14.71282092
2397;1.4;9.7;87.14044804;55.84073776;12.91617528
2398;1.3;9.7;85.97162458;55.89794792;11.64137335
2399;0.3;9.7;84.83031402;55.95515807;11.7142302
2400;0.1;9.7;85.3841127;56.01236823;11.55354113
2401;-0.1;9.7;87.10766871;56.06957839;10.12125632
2402;-0.4;9.7;89.4152134;56.12678854;11.6091984
2403;-0.5;9.7;91.66552782;56.35202648;8.861992167
2404;-0.4;9.7;93.83626285;56.96706206;9.991253684
2405;-0.4;9.7;95.14957356;57.59788028;9.100716344
2406;-0.5;9.7;87.93773962;57.97728146;11.38475685
2407;0.6;9.7;85.77704697;57.34493605;13.18573099
2408;3.2;9.7;84.83320052;56.60626353;14.70648324
2409;5.5;9.7;85.44118202;55.86759101;16.15881516
2410;7.2;9.7;85.46326005;55.80035506;18.21836396
2411;8.2;9.7;86.03330746;56.53109387;20.34755986
2412;8.7;9.7;86.04301063;57.24003157;22.42136027
2413;10;9.7;88.43621624;57.6578386;21.87137077
2414;10.7;9.7;87.44511481;57.98818104;24.99329062
2415;11;9.7;89.23731801;58.31852348;26.73902068
2416;11.3;9.7;88.00022771;58.64886592;25.81094613
2417;11.9;9.7;87.83813397;59.04181392;25.02691361
2418;10.4;9.7;87.92177532;59.60049909;23.21276121
2419;7.8;9.7;86.34864151;59.60550437;20.20850263
2420;6.2;9.7;88.35325058;58.89220716;17.50117606
2421;5.4;9.7;89.67451033;58.20250604;16.90408829
2422;5.3;9.7;89.50837515;57.68341585;17.59904259
2423;5.1;9.7;88.63184184;57.41341894;15.82478155
2424;4.4;9.7;86.78770958;57.48582764;15.14102561
2425;5;10.1;86.62359152;57.56235789;15.96056634
2426;3.8;10.1;87.62012422;57.63888814;17.72968371
2427;3.1;10.1;88.62166938;57.71541839;13.90952733
2428;3.2;10.1;88.95693486;57.79194864;13.98802516
2429;3.3;10.1;86.94708648;57.86847889;15.21584899
2430;3.3;10.1;86.81685076;57.93190366;15.36821071
2431;5.7;10.1;86.27825233;57.63036952;16.48960302
2432;8.1;10.1;85.32508094;57.16329369;19.56928231
2433;11.1;10.1;86.51471647;56.78874832;26.27008743
2434;13.6;10.1;87.56438545;57.07289705;29.90624471
2435;14.4;10.1;88.04889424;57.48749942;30.47960875
2436;15.9;10.1;87.8823099;57.90272568;29.08407742
2437;16.2;10.1;88.60839696;58.31795193;28.43164221
2438;16.5;10.1;86.28023151;58.73317818;28.48516565
2439;16.9;10.1;84.44327481;59.14840443;29.27238043
2440;17;10.1;83.53548105;59.56363069;31.29435502
2441;16.6;10.1;83.3829159;59.97885694;31.33745224
2442;15.1;10.1;84.37475897;60.32855759;30.6661417
2443;13;10.1;83.611048;59.77579704;28.80839312
2444;11.5;10.1;84.62497406;58.92303361;25.77930659
2445;10.4;10.1;85.4312158;57.84626652;24.97526589
2446;8.6;10.1;85.33643931;57.10776316;20.346872
2447;9.5;10.1;83.97931294;57.76950471;24.8823983
2448;9.5;10.1;83.42507343;58.5426346;24.12054334
2449;8.1;10.7;86.38617768;59.31576449;22.88614492
2450;8;10.7;86.12827754;59.92763171;19.30756992
2451;7.9;10.7;85.69529281;59.63021918;21.27451997
2452;7.8;10.7;84.23631773;59.19057776;20.91340044
2453;8.1;10.7;87.41665018;58.75093634;19.90882897
2454;8;10.7;88.14284459;58.31129492;19.39381813
2455;9.1;10.7;87.1041755;57.87524297;24.55542505
2456;11.3;10.7;86.83767873;57.49745886;26.83377526
2457;14.1;10.7;86.67946586;57.73218509;29.56026404
2458;15.8;10.7;86.00589754;58.1519138;28.77152744
2459;17.9;10.7;82.85210719;58.60259589;28.29277825
2460;18.8;10.7;83.51100701;59.20904172;30.26176557
2461;20;10.7;83.70294648;59.83702327;28.58543374
2462;20.1;10.7;83.1917275;60.46500481;29.52440082
2463;21.3;10.7;83.50633053;61.08170484;30.20434337
2464;20.8;10.7;83.74549246;61.48567027;31.08056224
2465;20.5;10.7;81.76480892;62.11757907;28.05570227
2466;18;10.7;83.44292766;62.82655313;28.59142438
2467;16.1;10.7;85.3202401;62.58925184;29.10824281
2468;14.5;10.7;83.88321465;61.68586759;28.85782405
2469;14.1;10.7;83.63617896;60.86528903;27.26990173
2470;13.2;10.7;84.79053003;60.77243716;26.8423022
2471;13.1;10.7;85.08525581;60.84972531;26.63063415
2472;12;10.7;84.57795657;60.92701345;24.31373505
2473;11.9;11.2;82.9306347;61.0043016;26.44571901
2474;10.9;11.2;82.95224456;61.06314736;25.12347752
2475;10.4;11.2;85.45804245;60.90820296;25.68326021
2476;10;11.2;86.36218519;60.69217063;23.48353483
2477;8.9;11.2;86.87722223;60.4761383;24.14863078
2478;8.1;11.2;87.87653;60.26010597;19.39647219
2479;9.5;11.2;87.66985285;60.10277061;24.91720658
2480;11;11.2;85.76078488;60.02011468;25.98090135
2481;13.1;11.2;86.41201863;59.83167901;25.9728057
2482;15.1;11.2;84.58844147;59.74094528;28.8589229
2483;16.2;11.2;86.27554959;59.90868921;30.17784853
2484;17.5;11.2;85.31803576;60.09571244;31.53326162
2485;17.3;11.2;84.36584997;60.61198705;31.69187522
2486;17;11.2;84.60889228;61.26412181;29.61895689
2487;16.9;11.2;84.30552475;61.68073855;28.41907356
2488;15.8;11.2;83.06279704;62.07219727;31.36105097
2489;13.2;11.2;83.79306338;62.26083574;27.19485539
2490;11.3;11.2;84.8298249;62.04141683;26.94170138
2491;11.1;11.2;84.17637337;61.81043869;24.40506738
2492;10.8;11.2;81.61620234;61.5194833;25.18913312
2493;10.6;11.2;80.38020912;61.15044863;23.72171394
2494;10.3;11.2;80.09625203;60.78108479;25.98034566
2495;10;11.2;82.50845157;60.41172095;21.83047479
2496;10.3;11.2;83.64599419;60.2035548;24.25558194
2497;10;11.6;85.68472742;60.46422294;24.51963153
2498;10.1;11.6;84.73392817;60.75479766;23.69459307
2499;10;11.6;83.74938837;61.04537237;22.88617211
2500;9.1;11.6;83.08474352;61.33594709;22.66736347
2501;9.4;11.6;83.16620264;61.50323811;22.85279562
2502;8.7;11.6;83.27824245;61.33999781;23.72109058
2503;7.8;11.6;83.39028227;61.1586261;19.1233195
2504;7.1;11.6;83.50232209;60.97725439;19.65241428
2505;7;11.6;83.61087013;60.79588268;18.72654755
2506;7.6;11.6;83.65404248;60.61451097;22.04885795
2507;7.6;11.6;83.67249414;60.43313926;21.37218102
2508;7.9;11.6;83.6909458;60.42628155;21.21251487
2509;9.3;11.6;82.7149594;60.74660009;22.76158996
2510;8.7;11.6;82.57086594;61.07446094;22.53624044
2511;8.1;11.6;82.73808422;61.40232179;22.25447775
2512;8.1;11.6;82.67072164;61.73018264;21.84111612
2513;7.5;11.6;82.60335907;62.05804349;19.63721037
2514;7.4;11.6;82.66391746;62.38590434;18.84430279
2515;7.3;11.6;83.37194079;62.71376519;19.13390775
2516;7.1;11.6;83.61241592;62.52236354;20.86445678
2517;6.2;11.6;81.89682468;61.40393831;20.77981912
2518;5.7;11.6;82.20930456;60.35854579;19.02087016
2519;5.5;11.6;82.70285741;60.48104242;18.80698302
2520;5.1;11.6;82.95186904;60.9692073;17.58850147
2521;4.7;12;82.90336468;61.45737219;15.91240653
2522;4.1;12;83.19183076;61.85046236;15.4987267
2523;3;12;83.07027886;61.63889655;15.66673161
2524;2.3;12;83.20207029;61.32062997;14.39526499
2525;1.3;12;83.44811602;61.00236339;13.33030852
2526;1.1;12;83.69416174;60.68409681;13.63907544
2527;1.3;12;83.86498724;60.36583023;14.2132231
2528;1.9;12;83.79272946;60.04756365;11.48733082
2529;2.8;12;83.70194231;59.72929708;13.67896686
2530;4.8;12;83.61115516;59.47638665;18.93769025
2531;5.2;12;83.53688021;59.60889384;17.9252028
2532;6.3;12;83.50360897;59.80453027;19.64422468
2533;7.3;12;83.44492494;60.0001667;20.3742342
2534;8.2;12;83.16281868;60.19580313;20.41204151
2535;10.3;12;82.54244059;60.39143955;23.4820983
2536;10.5;12;82.73330684;60.58707598;26.3151365
2537;11;12;82.73320511;60.78271241;23.92809893
2538;10;12;82.48992651;60.91363185;21.79384954
2539;7.4;12;81.74404606;60.67737021;21.52437949
2540;5.3;12;82.6671838;60.38330186;18.92752241
2541;4.3;12;83.53380377;60.08923351;16.48579747
2542;4.8;12;84.03664685;59.79516516;17.51391764
2543;3.9;12;84.06306016;59.52464765;17.59676391
2544;3;12;84.08737362;59.56375844;13.48559918
2545;1.9;12.2;84.11168709;59.69881025;14.37255654
2546;1.6;12.2;84.13600055;59.83386206;11.16287319
2547;0.9;12.2;84.16031401;59.96891387;13.36754169
2548;0.6;12.2;84.18462748;60.10396568;11.33369566
2549;-1;12.2;84.20894094;60.23901749;10.97637773
2550;-0.8;12.2;84.55785296;60.3740693;8.600921585
2551;1;12.2;85.31653185;60.26959892;12.43373142
2552;4.3;12.2;86.04073031;59.69880116;16.6679382
2553;6.1;12.2;85.63804815;59.45796382;18.66009455
2554;8.7;12.2;84.68311741;59.36990105;21.26874755
2555;9.4;12.2;85.95924313;59.52004098;24.04982513
2556;10.2;12.2;86.90671895;59.77845187;23.27210217
2557;11.3;12.2;86.84859948;60.03686277;25.64417667
2558;12.2;12.2;86.77565659;60.29527366;26.03318032
2559;11.6;12.2;87.69501954;60.55368456;27.01464429
2560;12.6;12.2;87.59394077;60.8069183;27.84494512
2561;12.1;12.2;85.98236589;61.0485143;24.55617534
2562;11.2;12.2;86.17806823;61.20990846;25.69181873
2563;8.7;12.2;86.39703733;61.11331278;21.95989483
2564;7.9;12.2;86.90650254;60.99702408;21.34859815
2565;7.1;12.2;85.00585266;60.79312565;18.43259367
2566;6.3;12.2;85.59524052;60.49428576;18.06062461
2567;5;12.2;84.7412118;60.19540792;16.09999226
2568;5;12.2;84.69048583;59.91219694;19.20753587
2569;4.3;12.6;84.63975986;59.85047239;14.92398698
2570;2.9;12.6;84.56401709;59.86047684;14.72910066
2571;1.9;12.6;84.45618664;59.87048129;15.29741501
2572;1.9;12.6;84.34823552;59.88048574;12.21626389
2573;1.8;12.6;84.24028439;59.89049019;13.36227639
2574;1.8;12.6;84.13233327;59.90049464;11.9626824
2575;3.1;12.6;84.02438214;59.91049909;13.76896748
2576;5.9;12.6;84.49602137;59.91827854;19.03274392
2577;7.9;12.6;84.71904103;59.91302764;22.92786333
2578;10.2;12.6;84.65983458;59.90565744;25.64269189
2579;10.4;12.6;84.60108019;59.89828724;22.55547665
2580;11.5;12.6;84.54232581;59.89091704;25.95886352
2581;12.3;12.6;84.48357143;59.89281745;24.64926491
2582;12.8;12.6;84.55858898;60.19056242;28.04399337
2583;13.9;12.6;84.81807334;60.62993919;26.70578117
2584;13.3;12.6;85.07870471;61.06931597;27.06675339
2585;13.5;12.6;85.33933608;61.40042707;29.2112723
2586;12.9;12.6;85.53114814;61.58093203;28.05743001
2587;9.9;12.6;84.31844363;61.53227594;25.1333469
2588;8.3;12.6;85.25727865;61.21050751;19.75038756
2589;8.1;12.6;86.27182939;60.88819914;21.56136057
2590;7.4;12.6;86.01517002;60.56589077;19.8899061
2591;6.6;12.6;85.68708786;60.2435824;17.91635148
2592;6.3;12.6;85.85602142;60.0790149;17.07735775
2593;5.6;13.1;86.03099109;60.17800906;18.93929493
2594;4.9;13.1;86.20596075;60.28110296;17.6252674
2595;4.9;13.1;86.38093042;60.38419687;16.26761794
2596;4.5;13.1;86.55262181;60.48729078;15.91468467
2597;4.6;13.1;86.52255126;60.57619639;18.65219238
2598;3.2;13.1;86.37312149;60.0690708;16.28361879
2599;4.4;13.1;86.22369173;59.24734447;17.95528985
2600;5.7;13.1;86.07392879;58.44596578;16.76574444
2601;7.5;13.1;85.38055424;58.4660574;22.05836149
2602;7.6;13.1;84.19511714;58.91403698;21.8886213
2603;9.6;13.1;83.56793411;59.36572786;23.05815878
2604;11.7;13.1;83.87668306;59.89180021;26.50748542
2605;11.9;13.1;84.47773657;60.28622375;24.39448808
2606;10.9;13.1;85.4411031;60.6806473;23.3520253
2607;10.6;13.1;86.47549688;61.07507085;25.87731918
2608;10;13.1;87.16206118;61.42650368;25.31548556
2609;9.6;13.1;87.79111127;61.72345143;24.39102676
2610;9.9;13.1;87.75165681;61.94155379;24.38225744
2611;7.5;13.1;85.42248201;62.12975538;20.09896133
2612;5.4;13.1;85.36943129;62.25868098;16.03650888
2613;4.8;13.1;84.77344694;61.73633464;16.97666333
2614;4.5;13.1;83.57370409;61.03453779;16.56088434
2615;3.7;13.1;84.78119624;60.33998049;13.94467257
2616;3;13.1;85.04532174;60.13376378;14.17931738
2617;2.8;13.2;85.36935653;60.22349733;13.6613991
2618;2.5;13.2;85.83277965;60.36897292;14.00179825
2619;0.9;13.2;86.88448381;60.58014188;13.1697747
2620;1;13.2;87.22573534;60.79141946;13.4709723
2621;0.1;13.2;87.38739424;61.00269705;9.266212874
2622;-0.2;13.2;87.54905315;61.05973369;10.78745899
2623;1;13.2;87.66936524;60.67506126;14.20829886
2624;2.9;13.2;86.85509161;60.2629834;13.6629951
2625;4.4;13.2;85.65366359;59.85090554;15.4160859
2626;6.4;13.2;84.62692521;59.47415642;20.78624266
2627;7.7;13.2;84.37721041;59.53764602;19.57343028
2628;8;13.2;84.22036002;59.73301461;22.30383345
2629;7.7;13.2;84.18013147;59.9283832;18.94168159
2630;8.2;13.2;84.31296025;60.12375178;20.66447197
2631;8;13.2;84.45830834;60.31912037;23.02134279
2632;7.9;13.2;84.85139381;60.51448896;20.65274106
2633;8.4;13.2;85.34732784;60.7091051;21.67492827
2634;7.3;13.2;85.78461735;60.89985971;21.57433922
2635;6.6;13.2;85.50790757;61.09006856;20.81999746
2636;6.3;13.2;86.25806183;61.23731151;18.38947699
2637;6.3;13.2;87.13361873;61.07832217;20.53376138
2638;6.2;13.2;86.9008925;60.85926887;17.44533474
2639;6.3;13.2;86.59467162;60.64021557;19.03830998
2640;5.4;13.2;86.28845075;60.4242447;17.10790437
2641;5.4;13.2;86.00495927;60.33587513;18.96245927
2642;5.7;13.2;85.8800912;60.31453017;18.57937388
2643;5.8;13.2;85.7857509;60.29318521;19.10709199
2644;5.8;13.2;85.69141061;60.27184025;19.20749402
2645;5.8;13.2;85.86556158;60.25049528;18.76763817
2646;6.1;13.2;86.05725991;59.9999197;17.17919022
2647;5.6;13.2;83.26844652;59.04764764;17.28368541
2648;6;13.2;88.12081612;58.04646272;19.68841862
2649;6;13.2;77.31818553;57.03772931;16.77167046
2650;6.3;13.2;71.52523951;55.00843046;19.55612209
2651;6.6;13.2;71.52523951;52.26068407;19.6057108
2652;7;13.2;71.52523951;50;21.18817053
2653;7.8;13.2;71.52523951;52.14102173;20.15584381
2654;8.1;13.2;79.163924;55.33378417;19.48256392
2655;7.9;13.2;80.50256862;58.5265466;20.57063631
2656;7.8;13.2;81.22012674;61.659041;19.63362816
2657;8.1;13.2;82.3237616;62.43359658;22.11988029
2658;7.9;13.2;81.57680038;61.99297154;22.21768833
2659;7.9;13.2;81.56549137;61.55234649;20.50162301
2660;7.7;13.2;81.8462486;61.11172145;18.84823231
2661;7.6;13.2;80.3489906;60.83916548;22.40262455
2662;7.5;13.2;79.54492607;60.79031511;18.95345939
2663;7.4;13.2;79.40751415;60.74257054;22.00141863
2664;7.3;13.2;78.78418598;60.69482597;21.88057765
2665;7.1;13.2;79.31994039;60.66078352;20.42706495
2666;7.1;13.2;79.87060286;60.65203269;18.47120802
2667;6.9;13.2;80.05004026;60.64383721;21.03442017
2668;5.6;13.2;80.19606166;60.63564173;17.98670069
2669;4.9;13.2;80.34208306;60.62469698;16.93025064
2670;5.2;13.2;80.48810446;59.86212803;15.90806539
2671;5.7;13.2;80.63412586;58.51205132;17.57621348
2672;7.6;13.2;80.58131948;57.26215298;20.25376347
2673;10.4;13.2;80.08692496;57.37435154;23.81470547
2674;11.5;13.2;79.76899891;58.17112536;26.31903323
2675;13.3;13.2;79.75377771;58.95511598;27.40711996
2676;14.5;13.2;80.03439408;59.63725887;28.87653788
2677;14;13.2;80.70726755;60.29740777;28.91788182
2678;12.3;13.2;85.10568767;60.95755667;25.44282519
2679;12;13.2;86.13828708;61.61770557;24.77781317
2680;11.4;13.2;85.94235729;62.27785447;27.03525395
2681;11;13.2;85.57438748;62.64042053;26.63512777
2682;11.2;13.2;84.98634458;62.40733431;24.85980626
2683;10.9;13.2;82.9811827;62.15761297;22.98201617
2684;10.3;13.2;84.44506687;61.95383376;25.87181825
2685;9.2;13.2;85.98507186;61.79749731;21.60343699
2686;8.7;13.2;87.33669383;61.64116392;20.40980266
2687;8.3;13.2;86.15881725;61.48483052;20.6930558
2688;8;13.2;86.23541522;61.33910104;21.98193173
2689;7.5;13.3;86.91793416;61.44014376;19.65611308
2690;6.1;13.3;87.04216303;61.64478024;19.90554306
2691;4.6;13.3;87.16443993;61.84941673;18.34628235
2692;4.1;13.3;87.28111058;62.05405322;17.12453403
2693;3.3;13.3;88.8995294;62.2564178;13.58756247
2694;3.8;13.3;88.47915677;62.1048142;16.47060833
2695;5.1;13.3;87.85259556;61.69785841;17.93130031
2696;7.4;13.3;87.37755967;61.29090263;20.34616927
2697;9.5;13.3;87.65991323;60.88394684;21.36469037
2698;11;13.3;86.27435841;60.47699105;24.16059053
2699;12.6;13.3;85.88352184;60.19369266;25.20041356
2700;13.8;13.3;88.17611577;60.25839175;29.02928417
2701;15.1;13.3;87.91023602;60.34400627;28.89620958
2702;16;13.3;86.99535878;60.42889384;28.91993396
2703;15.7;13.3;87.10436406;60.26528551;28.7161586
2704;15.8;13.3;87.02871046;59.93657375;28.75414971
2705;15.3;13.3;86.12154833;60.05122635;31.36099428
2706;13.7;13.3;86.75793766;60.25784618;27.10670963
2707;11.8;13.3;87.06831403;60.36608363;27.76275692
2708;10.7;13.3;86.82220839;60.47056764;24.2214039
